,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
25251,0,290000,Female,University,Single,25,23004,31149,34832,44684,55025
25252,1,30000,Female,Graduate,Single,24,25724,25143,22871,21578,23244
25253,0,50000,Female,University,Single,26,38360,38972,47941,48055,48136
25254,1,210000,Female,High_School,Single,25,89730,92946,100908,113191,111576
25255,1,30000,Female,Graduate,Single,23,27793,27132,26270,25435,24554
25256,0,60000,Female,University,Single,23,16316,15154,24053,21585,20719
25257,1,50000,Female,High_School,Married,23,16537,16206,15182,14182,27764
25258,0,80000,Female,Graduate,Single,23,0,0,0,0,-96
25259,1,50000,Female,University,Single,24,44662,44207,40665,38988,39938
25260,0,90000,Female,University,Single,23,31953,31916,30916,36639,38836
25261,1,50000,Female,Graduate,Single,23,6212,6992,3000,3079,-69
25262,1,50000,Female,Graduate,Single,23,18625,21140,46071,45071,45017
25263,0,20000,Female,University,Single,23,16523,16094,14867,13830,12766
25264,0,150000,Female,University,Single,23,146363,150749,155285,155990,156596
25265,0,110000,Female,University,Single,24,68835,67487,66426,74732,89620
25266,0,140000,Female,University,Single,24,1606,-1606,-1334,-514,0
25267,0,30000,Female,University,Single,25,28523,27946,28919,28593,28554
25268,0,120000,Female,University,Married,25,2802,17859,27363,30287,41442
25269,0,80000,Female,University,Single,25,74304,77121,76071,75015,74918
25270,0,80000,Female,University,Single,26,0,11896,23657,0,33555
25271,0,80000,Female,University,Single,25,12721,38670,68218,74561,2423
25272,0,50000,Female,University,Married,25,7762,7926,0,0,0
25273,0,30000,Female,University,Single,22,27068,26987,25698,24186,28906
25274,0,80000,Female,High_School,Single,22,22906,0,0,0,21380
25275,1,30000,Female,University,Single,23,17331,28818,27818,26818,25818
25276,0,50000,Female,High_School,Single,23,3315,5000,6896,8436,10293
25277,0,170000,Female,Graduate,Single,27,36922,35602,34330,35198,37245
25278,1,80000,Female,High_School,Single,27,17002,16280,15258,23924,22893
25279,0,210000,Female,University,Single,26,0,1857,1935,1752,10625
25280,0,160000,Female,Graduate,Single,26,97621,100535,96381,94038,97863
25281,0,150000,Female,University,Single,26,5313,-3806,4207,3153,0
25282,0,70000,Female,High_School,Single,24,65677,65582,66127,65217,65609
25283,0,60000,Female,High_School,Married,23,28289,28379,57725,56567,55436
25284,0,50000,Female,University,Single,22,30337,41181,42146,42639,43009
25285,1,140000,Female,University,Single,26,123679,121065,119622,117541,114970
25286,0,80000,Female,University,Married,26,26350,53864,50893,76320,76111
25287,0,80000,Female,University,Married,26,-711,-1418,-6,0,9000
25288,0,60000,Female,Graduate,Single,26,29584,30024,29024,28024,34012
25289,0,200000,Female,Graduate,Single,27,4384,9061,22875,47924,52297
25290,0,100000,Female,Graduate,Single,27,0,26299,24499,23138,18828
25291,0,100000,Female,Graduate,Single,26,64896,63614,62192,60848,79098
25292,1,80000,Female,University,Single,26,39403,39823,56189,115997,76148
25293,0,70000,Female,University,Single,22,31157,32483,61434,68440,68689
25294,0,80000,Female,University,Single,24,0,3261,0,5236,7192
25295,0,60000,Female,University,Single,24,35270,34565,43565,42565,47492
25296,0,80000,Female,University,Single,24,0,19258,29962,51374,70120
25297,0,50000,Female,University,Married,24,48515,47927,46317,45172,45143
25298,1,80000,Female,Graduate,Single,24,46942,46000,58136,77517,77146
25299,0,30000,Female,University,Single,23,7314,23557,22947,22281,22730
25300,0,50000,Female,Graduate,Single,25,8313,7789,6877,5161,8318
25301,0,80000,Female,High_School,Single,25,36621,43594,78813,80871,83191
25302,0,20000,Female,University,Married,21,14563,34513,17482,15082,14082
25303,0,80000,Female,University,Married,25,28647,27997,39416,71708,72009
25304,0,100000,Female,Graduate,Single,25,89912,93942,91535,90689,89443
25305,1,30000,Female,Graduate,Single,25,5268,5584,8960,12900,14190
25306,0,200000,Female,Graduate,Single,25,-200,-200,58450,127572,172834
25307,1,60000,Female,University,Single,25,35192,37369,36253,35220,34106
25308,0,170000,Female,University,Others,24,13715,29643,33173,36493,35432
25309,1,20000,Female,Graduate,Single,24,13821,16121,15602,16203,15189
25310,0,230000,Female,Graduate,Single,25,1886,11790,10258,6657,30695
25311,0,50000,Female,University,Single,25,35569,34858,48882,48918,65115
25312,1,90000,Female,University,Single,25,0,10657,89674,91022,95190
25313,0,70000,Female,Graduate,Single,25,-367,-367,-367,-931,0
25314,0,50000,Female,Graduate,Single,25,46245,45462,44987,44748,44217
25315,0,120000,Female,University,Single,26,674,2377,3199,10899,20731
25316,1,50000,Female,High_School,Single,26,35850,35171,34561,33647,32604
25317,0,380000,Female,Graduate,Single,27,0,0,0,0,0
25318,1,140000,Female,Graduate,Single,27,0,0,0,0,0
25319,0,200000,Female,University,Single,27,87188,83789,80226,105405,102932
25320,0,60000,Female,University,Single,26,-1073,-1073,5528,24513,23513
25321,0,80000,Female,High_School,Single,25,58320,57673,70067,78642,78390
25322,0,270000,Female,Graduate,Single,28,66799,66011,64997,66339,67264
25323,0,150000,Female,University,Single,28,5331,4331,17902,16075,14213
25324,0,260000,Female,High_School,Single,27,46110,59721,89868,96083,101299
25325,0,200000,Female,Others,Married,27,135071,133970,180335,183988,181678
25326,0,90000,Female,Graduate,Single,27,56546,57165,60129,60551,60161
25327,0,200000,Female,University,Married,29,40365,39923,52730,52542,55005
25328,0,200000,Female,High_School,Single,29,0,0,0,0,0
25329,1,30000,Female,University,Single,25,26606,27185,26715,25856,23268
25330,0,180000,Female,Graduate,Single,27,48133,47156,52511,94815,96607
25331,0,30000,Female,University,Married,28,11939,11534,10534,9534,8398
25332,0,520000,Female,Graduate,Single,28,72559,100393,-4606,17678,13265
25333,0,80000,Female,High_School,Single,28,-208,-3,-2260,0,0
25334,0,120000,Female,High_School,Married,28,46113,45091,50790,54280,54456
25335,0,360000,Female,Graduate,Single,27,3842,-5,-5,-3,-3
25336,0,50000,Female,Graduate,Single,27,36674,45633,43633,43546,42977
25337,0,200000,Female,University,Single,27,0,73112,106286,104723,102537
25338,1,30000,Female,University,Single,24,6718,26995,28439,27439,17889
25339,0,50000,Female,University,Single,24,27859,-1013,11827,12420,11912
25340,0,80000,Female,Graduate,Single,25,0,0,0,0,0
25341,0,50000,Female,University,Single,25,25926,25911,0,0,21701
25342,0,120000,Female,University,Single,26,0,0,0,0,0
25343,0,210000,Female,Others,Single,27,0,0,0,0,0
25344,0,80000,Female,University,Single,22,8498,28530,74145,75779,74263
25345,0,50000,Female,Graduate,Single,25,19258,19478,23501,39219,45789
25346,0,300000,Female,University,Single,25,0,0,0,0,0
25347,0,100000,Female,Graduate,Single,26,6574,5206,4206,3206,2206
25348,1,80000,Female,University,Single,26,0,0,0,0,0
25349,0,130000,Female,Graduate,Single,26,0,0,0,0,-22
25350,0,80000,Female,University,Single,27,6000,6000,6277,6654,7000
25351,1,160000,Female,Graduate,Single,27,3366,5351,2801,815,0
25352,0,130000,Female,Graduate,Single,27,78134,87930,98567,104148,105868
25353,0,30000,Female,Graduate,Married,23,1170,1170,1950,3631,0
25354,0,50000,Female,Graduate,Single,23,6000,4262,2152,0,5486
25355,0,20000,Female,University,Single,22,18910,18532,17532,16532,15510
25356,0,140000,Female,University,Single,23,7218,7218,13583,15729,12400
25357,0,180000,Female,Graduate,Single,25,28039,31950,46112,49434,50056
25358,0,400000,Female,High_School,Single,26,7717,8513,12454,17218,16945
25359,0,260000,Female,University,Single,26,-1868,-1552,-1236,-1840,-576
25360,0,260000,Female,University,Single,26,215305,215350,253310,254047,254634
25361,0,180000,Female,University,Married,26,0,0,0,0,0
25362,0,160000,Female,Graduate,Single,27,0,0,0,0,0
25363,0,20000,Female,University,Single,25,18934,19143,19543,16319,16923
25364,0,30000,Female,University,Married,25,25992,25472,26950,25950,25932
25365,0,250000,Female,University,Married,25,25258,20490,16869,18681,13102
25366,0,80000,Female,Graduate,Single,25,45419,45156,41475,40475,39765
25367,0,90000,Female,Graduate,Single,24,0,0,0,0,73095
25368,0,50000,Female,Graduate,Single,28,-2000,0,0,0,0
25369,0,210000,Female,Graduate,Single,27,0,689,37686,37225,36683
25370,0,200000,Female,Graduate,Single,27,23451,20000,13720,9513,8513
25371,0,320000,Female,University,Single,28,29155,30596,32603,24538,-265
25372,0,200000,Female,Graduate,Married,32,0,0,0,0,0
25373,1,80000,Female,University,Married,27,0,0,2000,1549,1603
25374,0,140000,Female,High_School,Single,26,27312,29698,30194,29194,31186
25375,0,80000,Female,Graduate,Single,27,64113,61994,68397,70666,74200
25376,0,200000,Female,Graduate,Single,29,1357,0,-619,-190,5478
25377,1,230000,Female,University,Single,30,0,0,0,0,2165
25378,0,230000,Female,Graduate,Single,28,0,0,0,0,98000
25379,0,20000,Female,High_School,Married,26,780,7785,12175,13927,13314
25380,0,90000,Female,University,Married,27,9822,9994,13552,30680,62361
25381,1,130000,Female,University,Married,26,1163,3489,3489,4815,4928
25382,0,320000,Female,University,Single,29,0,0,0,-66,-3040
25383,0,30000,Female,University,Single,29,27688,31305,35414,34569,35291
25384,1,240000,Female,Graduate,Single,29,40546,36924,37607,33257,32015
25385,0,360000,Female,Graduate,Single,29,0,-259,-60,-57,0
25386,0,30000,Female,Graduate,Single,28,0,0,0,0,0
25387,1,240000,Female,High_School,Single,28,10286,9908,59864,204769,236989
25388,0,320000,Female,Graduate,Single,28,0,0,0,0,0
25389,0,410000,Female,Graduate,Single,28,0,0,-110,8490,106876
25390,0,220000,Female,University,Single,29,31173,29840,36764,41306,39765
25391,0,240000,Female,Graduate,Single,26,0,0,0,0,0
25392,0,200000,Female,Graduate,Single,26,0,0,0,0,0
25393,0,80000,Female,Others,Single,25,31063,31001,38899,70055,70919
25394,0,20000,Female,Graduate,Single,25,18676,18302,18251,17186,15776
25395,0,20000,Female,Graduate,Single,24,6805,-3195,-31,-940,-5940
25396,0,300000,Female,University,Single,26,0,0,0,-21,0
25397,0,340000,Female,Graduate,Single,26,11493,19028,19197,18659,16625
25398,0,300000,Female,University,Single,27,0,3945,6278,8611,10928
25399,0,350000,Female,Graduate,Single,26,0,0,0,0,0
25400,1,20000,Female,Graduate,Single,24,15642,17819,15970,14827,14446
25401,0,90000,Female,Graduate,Single,24,32935,41970,54716,58725,62244
25402,1,80000,Female,University,Married,27,28314,28414,38886,77308,75762
25403,0,20000,Female,University,Married,28,0,8956,7956,6956,5956
25404,0,240000,Female,Graduate,Single,28,134928,146992,196944,196712,196479
25405,1,150000,Female,Graduate,Single,27,0,0,-36,290,616
25406,1,100000,Female,Graduate,Single,27,43869,42988,41988,40899,39899
25407,0,150000,Female,University,Married,24,0,0,0,0,-213
25408,0,50000,Female,Graduate,Single,27,0,0,0,40000,40000
25409,0,260000,Female,Graduate,Single,27,11517,44866,104404,107014,106132
25410,0,140000,Female,Graduate,Single,27,132061,263084,126054,123252,120785
25411,0,30000,Female,Graduate,Single,24,0,0,6500,10130,-3822
25412,0,90000,Female,University,Single,23,9139,13841,12944,18344,11746
25413,1,50000,Female,University,Married,23,9031,8184,7126,6126,5126
25414,0,230000,Female,University,Single,31,38099,40841,42280,46157,0
25415,1,70000,Female,High_School,Married,30,57867,56457,56008,54950,53848
25416,0,300000,Female,Graduate,Single,30,57479,56329,55202,54098,52484
25417,0,300000,Female,Graduate,Single,27,81759,105303,0,0,-9
25418,1,110000,Female,Graduate,Single,29,105689,104643,103778,102930,102099
25419,0,30000,Female,University,Single,27,1000,1000,3992,7111,4423
25420,1,20000,Female,University,Single,27,4079,0,0,0,0
25421,0,30000,Female,Graduate,Single,22,0,0,-1,0,0
25422,0,350000,Female,Graduate,Single,31,0,33104,30000,19942,0
25423,0,200000,Female,Graduate,Single,30,-508,0,0,0,0
25424,0,200000,Female,Graduate,Single,31,0,0,0,0,0
25425,0,50000,Female,University,Married,26,22779,27665,28785,28204,32068
25426,1,100000,Female,University,Single,26,38299,35970,81169,84997,86405
25427,0,140000,Female,University,Single,26,0,0,0,2776,7059
25428,0,50000,Female,High_School,Single,22,46703,50677,50363,46922,45703
25429,0,50000,Female,Graduate,Single,22,29597,29823,29849,29675,34240
25430,0,160000,Female,Graduate,Single,27,50299,62975,101400,109017,92373
25431,0,170000,Female,University,Single,28,130722,235928,165183,163459,-136874
25432,0,160000,Female,Graduate,Single,28,44054,43173,42173,41173,40173
25433,0,100000,Female,High_School,Single,28,650,1250,1250,1250,1250
25434,0,100000,Female,Graduate,Single,29,8565,58242,87241,88076,89809
25435,1,200000,Female,University,Single,23,0,0,0,0,0
25436,0,360000,Female,Graduate,Single,27,237998,264484,270000,299534,287394
25437,0,160000,Female,Graduate,Single,27,-862,53178,107780,108082,138691
25438,0,500000,Female,Graduate,Single,30,91112,87276,120294,122890,124722
25439,0,50000,Female,Graduate,Single,30,22314,28039,35477,43526,44108
25440,0,90000,Female,University,Single,25,87198,85444,83720,88477,85016
25441,0,300000,Female,University,Single,25,0,0,0,0,0
25442,1,120000,Female,Graduate,Single,28,56979,55448,53378,51282,49132
25443,1,300000,Female,Graduate,Single,28,0,0,0,0,-20
25444,0,500000,Female,Graduate,Single,28,39394,32741,18146,-300,16678
25445,0,50000,Female,University,Married,28,17102,16760,17058,16058,15058
25446,0,20000,Female,University,Married,26,14545,14692,17114,16358,16118
25447,0,240000,Female,Graduate,Single,27,0,0,0,0,0
25448,0,210000,Female,University,Single,27,7535,9475,12381,26701,37001
25449,0,50000,Female,High_School,Married,24,29319,29012,47934,-3782,-1037
25450,0,50000,Female,University,Single,25,0,0,12898,29997,38407
25451,0,60000,Female,Graduate,Single,25,0,0,0,0,0
25452,0,310000,Female,University,Single,28,246955,243988,281723,290667,302867
25453,1,140000,Female,Graduate,Single,28,52269,53124,52699,54174,46089
25454,0,320000,Female,University,Married,27,0,0,0,0,0
25455,0,90000,Female,University,Married,27,23282,22816,21816,20816,19816
25456,0,280000,Female,University,Married,27,185723,187857,242672,263597,272170
25457,1,80000,Female,High_School,Married,25,0,0,0,0,-150
25458,0,170000,Female,Graduate,Single,25,47480,90415,160572,158713,160229
25459,1,240000,Female,University,Married,30,0,0,6839,0,0
25460,1,30000,Female,Graduate,Married,23,28812,28236,27236,26236,25236
25461,0,120000,Female,University,Single,24,58467,57420,59376,63519,63910
25462,0,50000,Female,University,Single,23,-100,-100,-100,-200,43800
25463,0,10000,Female,University,Single,23,0,9719,8719,7706,6692
25464,0,80000,Female,Graduate,Single,24,20752,20337,19283,27602,50268
25465,0,170000,Female,Graduate,Single,28,50568,45384,43352,42283,41170
25466,1,360000,Female,University,Single,28,-614,-307,-307,-307,-307
25467,1,110000,Female,Graduate,Married,33,26723,26101,24038,24669,23570
25468,0,210000,Female,University,Married,34,20226,18566,17392,16194,14465
25469,0,150000,Female,Others,Married,34,0,98000,93000,88000,83000
25470,0,200000,Female,University,Married,34,-42,-64,-79,-196,-114
25471,1,140000,Female,University,Single,26,136379,130945,122949,137106,127057
25472,1,80000,Female,University,Single,27,40087,39775,39369,38910,43572
25473,0,240000,Female,High_School,Married,24,48487,49599,185799,182402,103321
25474,0,50000,Female,University,Married,29,17599,17830,47032,41543,39955
25475,0,80000,Female,Graduate,Single,28,44000,43001,41730,40000,39000
25476,0,70000,Female,Others,Married,24,0,0,0,0,46470
25477,0,50000,Female,Graduate,Single,24,0,0,-8,9104,-37
25478,0,180000,Female,Graduate,Single,28,2325,22184,17410,11704,5595
25479,0,110000,Female,Graduate,Single,29,88917,102665,102637,101598,101875
25480,1,300000,Female,University,Married,29,290603,294591,298454,302220,305890
25481,0,210000,Female,Others,Single,29,47669,46604,45394,44468,43197
25482,0,200000,Female,Graduate,Single,29,42268,1720,257,0,467
25483,1,100000,Female,University,Married,28,0,0,0,0,0
25484,1,70000,Female,High_School,Single,31,28796,28800,64075,66822,65773
25485,0,250000,Female,Graduate,Single,31,67111,64787,65165,64790,64375
25486,0,600000,Female,Graduate,Single,31,-9,-9,-18,0,-585
25487,0,320000,Female,University,Married,31,6342,5450,4448,3429,2390
25488,0,180000,Female,University,Single,31,92371,90524,87055,84542,82851
25489,0,110000,Female,Graduate,Single,27,49254,49678,54426,56868,62414
25490,0,20000,Female,Graduate,Single,22,19576,19571,18568,17568,18167
25491,0,60000,Female,High_School,Single,22,5661,11019,0,0,-7
25492,0,320000,Female,University,Single,30,3863,0,0,0,0
25493,0,320000,Female,Graduate,Single,29,41857,32507,32654,31654,41593
25494,0,110000,Female,University,Single,29,105120,106938,106759,104624,107432
25495,0,80000,Female,High_School,Single,28,69944,68485,66776,68412,66994
25496,0,500000,Female,High_School,Single,29,88895,87307,89252,92580,91604
25497,0,190000,Female,High_School,Single,31,0,0,0,0,0
25498,0,80000,Female,University,Single,27,9068,10926,14050,16830,15510
25499,0,90000,Female,Graduate,Married,29,32712,41377,-469,987,987
25500,0,140000,Female,High_School,Single,29,44494,114464,127330,149237,155977
25501,0,200000,Female,Graduate,Single,31,0,0,0,0,0
25502,0,250000,Female,Graduate,Married,31,0,0,0,0,0
25503,0,260000,Female,Graduate,Married,32,0,0,0,0,0
25504,1,220000,Female,University,Single,28,0,0,0,0,0
25505,0,110000,Female,University,Single,29,26572,25945,24865,23849,22843
25506,0,210000,Female,University,Single,27,89809,87982,85471,83728,81997
25507,0,380000,Female,University,Married,30,163157,28289,49834,99732,219550
25508,0,120000,Female,Graduate,Single,26,0,0,0,0,-93
25509,0,60000,Female,Graduate,Single,25,56353,55153,56010,54869,55180
25510,1,100000,Female,University,Single,24,86746,81704,83121,78389,79689
25511,0,20000,Female,Graduate,Single,24,18328,17747,16747,16640,17340
